s1,s2,s3,s4,s5,Total
92,86,98,91,95,500
96,99,87,98,99,500
94,98,94,84,80,500
85,83,91,97,92,500
83,97,96,89,96,500
92,88,95,94,96,500
92,96,86,81,89,500
98,80,84,93,87,500
87,95,91,98,93,500
82,80,88,81,89,500
88,83,92,80,86,500
91,99,95,84,91,500
81,98,96,80,92,500
91,97,91,98,92,500
90,86,86,81,95,500
90,82,93,83,89,500
84,83,99,95,97,500
91,99,82,89,85,500
98,82,85,93,90,500
93,96,91,87,99,500
96,86,98,97,86,500
83,88,93,90,92,500
98,91,91,80,99,500
83,93,97,95,81,500
89,94,85,92,81,500
99,99,97,89,81,500
90,82,89,93,93,500
81,84,83,96,88,500
88,98,88,90,99,500
93,82,81,95,89,500
88,97,82,84,98,500
88,87,83,93,84,500
86,98,90,91,81,500
83,88,95,85,99,500
83,89,94,95,88,500
99,91,90,86,88,500
83,81,85,89,87,500
98,92,93,99,93,500
99,85,93,80,80,500
91,89,86,97,98,500
86,87,83,87,93,500
99,96,82,88,90,500
84,88,99,89,87,500
93,81,93,80,94,500
91,94,81,87,83,500
94,86,93,93,92,500
88,84,87,98,84,500
95,95,94,91,88,500
82,87,89,94,94,500
98,84,91,86,87,500
98,83,98,89,82,500
88,80,84,86,82,500
86,98,96,88,90,500
82,83,94,98,93,500
97,87,87,97,83,500
87,82,86,82,90,500
80,96,99,98,89,500
99,88,92,97,94,500
80,89,95,80,88,500
96,81,81,90,96,500
98,99,85,84,88,500
91,82,88,87,86,500
98,97,92,82,93,500
91,80,99,89,84,500
93,80,96,99,90,500
85,98,88,81,84,500
84,93,85,88,96,500
91,85,88,95,96,500
84,82,85,89,88,500
91,86,94,82,86,500
90,82,89,99,88,500
87,97,81,83,89,500
99,95,96,97,92,500
87,82,88,92,84,500
95,94,92,83,99,500
93,81,97,98,91,500
92,89,97,85,82,500
81,85,96,94,92,500
88,90,93,93,98,500
80,89,97,87,95,500
93,85,92,99,87,500
99,83,99,96,83,500
96,94,92,80,85,500
99,91,80,84,95,500
93,93,99,80,91,500
89,96,94,82,94,500
91,87,86,97,91,500
81,80,95,97,80,500
89,87,92,87,86,500
84,95,80,92,98,500
88,83,88,98,92,500
91,87,97,81,83,500
88,99,90,93,93,500
95,85,91,93,92,500
82,89,97,86,80,500
81,97,91,87,80,500
87,95,93,80,90,500
92,91,87,88,82,500
94,97,92,85,95,500
96,94,98,80,81,500
82,90,86,87,91,500
93,87,90,87,82,500
82,88,84,93,80,500
98,88,85,81,91,500
99,87,82,85,81,500
80,86,81,89,80,500
93,98,85,95,86,500
83,82,93,83,90,500
98,84,84,80,88,500
83,96,85,94,84,500
86,88,94,82,82,500
86,93,85,88,90,500
89,84,98,80,98,500
93,97,89,94,92,500
83,84,96,80,90,500
98,89,86,82,89,500
96,90,87,90,94,500
87,99,81,99,97,500
89,91,99,94,98,500
99,99,99,91,82,500
86,92,97,98,98,500
83,82,89,87,93,500
86,85,96,95,97,500
89,82,92,84,99,500
81,99,80,84,97,500
87,98,93,94,89,500
93,99,97,97,86,500
83,97,96,82,97,500
92,96,96,92,86,500
83,88,96,99,99,500
81,97,89,85,81,500
84,95,94,87,82,500
92,93,89,93,91,500
87,85,96,85,93,500
94,90,92,98,83,500
90,87,83,83,82,500
82,87,81,86,92,500
87,95,94,96,86,500
92,96,85,99,92,500
84,95,94,82,82,500
88,86,92,85,98,500
96,97,92,94,81,500
80,87,94,97,82,500
82,89,87,99,99,500
86,86,95,98,89,500
92,88,93,98,93,500
98,88,89,90,93,500
98,85,81,93,97,500
97,90,80,98,94,500
94,87,95,99,89,500
85,81,91,88,91,500
95,80,82,90,91,500
92,80,92,88,87,500
80,90,89,89,88,500
86,88,94,80,82,500
99,84,98,94,97,500
85,87,87,85,83,500
88,89,92,96,81,500
89,91,83,89,83,500
81,95,91,86,88,500
86,80,89,90,96,500
98,87,91,93,82,500
80,90,98,97,96,500
98,89,90,84,98,500
93,80,87,89,96,500
95,81,83,97,94,500
97,97,80,85,90,500
96,90,92,80,83,500
95,97,81,93,89,500
90,88,93,95,88,500
87,95,82,84,86,500
85,96,86,86,91,500
83,93,88,88,86,500
84,95,89,89,84,500
95,99,89,89,88,500
90,86,97,80,85,500
85,94,97,85,96,500
80,89,86,83,96,500
96,94,99,92,90,500
88,98,92,83,87,500
83,84,91,92,98,500
89,98,93,87,91,500
88,87,97,94,98,500
82,85,91,82,88,500
93,94,84,82,84,500
86,89,91,98,83,500
96,89,95,95,85,500
95,82,92,96,91,500
89,81,99,89,96,500
97,95,91,88,92,500
94,82,95,88,95,500
81,94,86,84,84,500
95,96,91,93,82,500
85,87,92,97,86,500
97,86,96,92,91,500
91,90,93,90,82,500
87,92,92,87,97,500
91,97,92,82,85,500
84,88,83,89,93,500
89,82,85,90,82,500
83,85,86,95,95,500
95,92,83,98,88,500
95,83,91,84,99,500
80,90,89,87,86,500
81,85,95,80,99,500
84,84,83,92,80,500
99,92,88,91,88,500
85,80,89,87,86,500
91,80,80,80,85,500
88,99,95,89,87,500
94,87,99,87,94,500
86,96,92,92,99,500
80,84,80,83,99,500
92,89,94,92,90,500
82,99,97,86,88,500
99,96,98,96,86,500
81,96,82,92,85,500
85,87,87,93,99,500
94,89,95,90,82,500
98,98,96,98,97,500
91,93,98,80,92,500
89,83,80,88,95,500
84,97,84,99,92,500
92,98,94,98,98,500
87,93,84,98,89,500
96,94,90,94,84,500
89,83,95,81,92,500
92,89,84,88,86,500
90,84,84,99,96,500
95,83,89,89,93,500
88,95,89,99,87,500
80,88,88,81,90,500
88,93,87,94,86,500
80,88,96,84,97,500
81,91,94,98,84,500
82,94,92,95,94,500
94,99,93,94,95,500
90,86,92,92,80,500
84,86,87,97,82,500
82,83,96,94,84,500
87,94,89,98,86,500
84,83,85,87,91,500
80,98,89,95,84,500
83,97,84,99,88,500
93,86,90,83,89,500
92,94,90,91,90,500
84,97,92,84,82,500
94,91,83,82,88,500
98,94,85,83,99,500
94,81,97,98,95,500
83,80,99,88,81,500
93,86,81,96,94,500
80,90,84,86,80,500
94,84,85,89,92,500
99,99,91,81,93,500
99,88,95,97,98,500
88,86,89,95,80,500
92,98,99,85,81,500
86,85,97,97,91,500
92,97,98,93,83,500
92,96,85,99,95,500
85,88,99,94,95,500
98,91,96,82,89,500
86,98,81,87,86,500
81,80,98,85,92,500
83,83,87,80,94,500
97,90,93,93,84,500
88,84,88,99,82,500
93,85,97,95,89,500
88,93,99,94,90,500
82,99,82,86,97,500
82,84,98,99,97,500
83,88,90,80,84,500
84,83,87,83,81,500
87,86,86,95,85,500
83,92,94,85,82,500
82,83,96,83,87,500
96,94,93,95,82,500
82,91,80,96,81,500
91,92,95,96,98,500
91,90,80,81,80,500
93,96,84,89,93,500
86,84,87,98,96,500
83,94,83,91,86,500
99,89,82,96,95,500
89,85,96,93,99,500
80,95,96,80,83,500
91,99,97,83,93,500
97,83,95,90,84,500
99,92,88,81,92,500
96,99,99,94,86,500
80,88,98,90,92,500
90,81,96,93,95,500
92,86,84,96,92,500
95,98,89,87,97,500
89,96,99,87,86,500
90,80,92,84,90,500
80,95,95,91,96,500
88,84,82,96,84,500
89,83,81,84,81,500
81,87,99,94,99,500
87,81,97,89,91,500
81,80,85,97,85,500
85,88,87,85,92,500
93,84,95,99,84,500
81,83,86,95,86,500
89,94,84,87,85,500
80,80,90,82,99,500
83,81,83,87,92,500
95,88,88,81,93,500
97,88,85,95,87,500
86,90,91,95,99,500
90,85,87,90,87,500
87,94,84,83,88,500
90,92,81,88,99,500
83,89,92,90,90,500
87,99,98,83,98,500
87,99,95,91,86,500
95,87,97,80,97,500
89,80,83,90,80,500
89,87,99,83,82,500
91,96,99,88,98,500
85,98,84,97,93,500
96,98,88,99,90,500
91,84,97,85,93,500
89,84,83,93,97,500
85,99,95,88,90,500
88,83,89,86,98,500
95,99,99,85,81,500
94,87,85,83,92,500
97,81,85,81,99,500
97,87,98,95,96,500
94,87,99,82,90,500
92,97,81,95,89,500
91,95,88,87,96,500
97,88,98,94,98,500
91,85,90,95,94,500
88,91,99,95,83,500
94,83,81,80,87,500
97,95,84,85,85,500
87,99,92,86,88,500
94,86,90,99,92,500
95,96,85,80,91,500
95,95,96,86,94,500
85,83,84,93,88,500
83,90,88,84,94,500
91,96,84,83,82,500
87,95,80,98,90,500
89,81,85,89,93,500
98,92,92,91,99,500
94,90,84,99,81,500
83,83,86,96,88,500
95,95,95,86,80,500
88,90,99,92,97,500
80,99,97,89,94,500
88,98,95,80,82,500
82,97,95,94,93,500
92,83,90,95,83,500
90,90,83,80,82,500
97,99,88,80,94,500
86,86,90,94,90,500
87,84,86,97,89,500
89,86,93,94,83,500
92,91,98,80,82,500
88,80,92,87,91,500
83,95,92,84,98,500
98,90,94,83,84,500
92,99,83,83,84,500
98,87,92,80,99,500
80,86,87,85,82,500
94,94,81,88,85,500
85,83,81,87,88,500
86,92,92,81,82,500
82,92,89,86,95,500
85,99,96,88,90,500
91,87,80,95,84,500
92,81,86,95,84,500
81,90,99,89,93,500
95,85,85,90,96,500
91,90,97,89,95,500
92,93,82,93,98,500
83,83,98,98,93,500
86,99,99,82,97,500
83,94,95,91,96,500
88,97,92,84,96,500
88,95,88,94,98,500
95,87,80,93,96,500
95,87,98,87,80,500
95,95,90,88,80,500
83,99,84,91,81,500
95,98,81,99,84,500
98,93,98,84,87,500
92,87,83,91,80,500
88,85,87,80,98,500
91,85,82,90,86,500
80,82,89,92,83,500
99,81,83,97,88,500
84,98,88,91,86,500
87,98,98,99,86,500
91,90,86,96,90,500
84,83,99,92,86,500
95,88,94,91,82,500
86,80,95,84,84,500
81,83,85,94,88,500
95,89,85,86,85,500
88,92,94,96,81,500
91,81,99,99,93,500
87,89,89,87,81,500
93,95,81,99,80,500
85,81,85,98,94,500
86,84,98,95,81,500
80,98,88,95,82,500
94,97,93,80,94,500
91,96,92,85,82,500
86,93,96,86,83,500
83,95,98,86,88,500
88,99,99,92,92,500
91,92,81,84,99,500
94,99,85,97,85,500
97,95,89,99,87,500
95,92,88,80,87,500
99,97,99,89,92,500
93,83,93,85,81,500
91,83,84,92,91,500
95,97,82,90,88,500
96,99,93,83,81,500
96,97,91,89,89,500
96,97,81,99,94,500
88,80,88,88,84,500
93,91,97,98,98,500
85,95,81,99,81,500
85,99,85,99,87,500
98,98,94,84,89,500
92,86,95,90,98,500
95,84,88,88,80,500
93,96,93,80,85,500
94,89,86,89,94,500
90,97,85,98,89,500
90,84,86,81,81,500
86,82,80,98,94,500
94,90,80,97,98,500
91,99,80,87,87,500
99,87,83,95,98,500
81,87,93,96,88,500
99,95,99,97,94,500
81,93,98,99,98,500
95,86,86,83,81,500
90,89,91,89,80,500
86,97,98,97,82,500
85,84,84,90,89,500
83,84,83,87,90,500
99,80,88,80,89,500
95,84,87,81,80,500
80,81,96,98,90,500
80,88,86,94,93,500
96,91,81,96,95,500
86,86,89,85,92,500
89,82,85,98,89,500
99,84,91,81,99,500
98,97,95,96,90,500
86,94,97,81,89,500
89,82,99,89,89,500
97,90,88,95,87,500
81,92,93,83,82,500
99,84,82,92,82,500
80,94,86,94,80,500
88,83,84,88,82,500
99,97,84,98,98,500
90,97,85,99,97,500
88,93,87,88,87,500
88,92,88,82,91,500
97,91,84,82,83,500
87,87,85,83,80,500
90,99,95,88,91,500
99,89,81,85,98,500
87,94,99,95,94,500
90,94,87,99,84,500
81,87,90,82,82,500
80,99,94,99,97,500
87,89,99,86,93,500
86,92,86,94,90,500
80,93,86,99,87,500
90,99,88,82,90,500
82,85,97,87,92,500
91,85,95,85,86,500
91,89,81,88,90,500
85,82,97,89,94,500
88,97,95,86,83,500
84,92,89,96,89,500
84,94,87,94,96,500
83,99,96,97,81,500
97,84,90,81,95,500
80,88,93,89,98,500
84,86,99,85,97,500
86,93,96,84,90,500
86,91,82,86,87,500
96,99,95,80,91,500
88,96,97,96,87,500
97,85,98,91,85,500
99,95,85,89,95,500
87,89,90,91,81,500
80,96,88,80,84,500
85,96,84,93,84,500
99,97,83,81,91,500
87,85,80,94,99,500
92,94,97,97,87,500
95,92,80,83,82,500
93,91,82,88,89,500
95,96,88,92,88,500
93,97,87,91,97,500
93,92,91,94,80,500
82,91,87,81,88,500
80,88,81,89,93,500
87,81,80,98,89,500
98,93,84,91,86,500
87,95,98,87,82,500
81,82,95,95,89,500
90,81,90,83,97,500
92,91,96,87,87,500
84,80,99,87,80,500
94,93,92,93,82,500
90,99,95,98,98,500
90,94,85,94,94,500
92,99,88,82,90,500
90,82,84,94,83,500
81,92,95,94,95,500
83,87,96,99,86,500
95,92,84,92,89,500
88,93,84,91,96,500
85,83,92,83,92,500
81,85,85,82,93,500
93,88,87,98,98,500
88,82,85,91,85,500
92,90,90,88,98,500
85,84,92,92,94,500
86,96,90,91,85,500
94,90,87,93,85,500
88,95,95,93,99,500
98,94,89,96,96,500
81,97,87,89,90,500
80,97,92,88,86,500
92,83,91,84,89,500
97,80,99,86,95,500
99,87,98,93,94,500
88,98,94,86,95,500
84,98,96,93,81,500
95,86,80,94,95,500
82,81,94,82,83,500
82,82,97,96,84,500
85,98,94,82,84,500
97,97,81,83,83,500
81,81,88,89,85,500
85,93,87,97,98,500
90,84,95,80,91,500
99,87,96,86,81,500
81,82,89,96,90,500
99,91,80,95,80,500
86,84,94,85,90,500
80,87,89,93,99,500
94,84,82,97,91,500
99,95,90,82,93,500
98,98,85,92,90,500
82,92,99,83,91,500
93,82,85,92,87,500
82,86,81,80,90,500
98,96,91,84,97,500
89,95,96,85,96,500
83,94,93,88,85,500
99,99,88,93,82,500
93,95,99,92,85,500
89,87,83,98,93,500
82,99,99,81,94,500
87,82,92,85,82,500
97,93,97,94,93,500
80,98,89,99,92,500
94,84,83,80,98,500
91,97,88,95,87,500
87,90,89,89,90,500
95,96,87,83,94,500
98,99,87,86,97,500
91,95,91,99,97,500
82,86,97,82,87,500
89,88,99,97,86,500
93,89,96,98,81,500
86,86,91,84,97,500
89,84,86,81,85,500
82,87,80,91,89,500
90,81,90,87,85,500
94,85,87,90,85,500
97,98,82,87,83,500
82,87,97,86,86,500
94,86,96,82,95,500
83,93,84,98,93,500
95,97,91,87,95,500
95,85,91,81,94,500
93,85,88,94,95,500
99,86,84,86,91,500
80,81,95,90,95,500
91,90,94,94,91,500
92,97,80,90,86,500
86,83,98,95,96,500
90,91,90,97,86,500
89,98,91,88,88,500
86,90,95,94,85,500
93,82,93,98,98,500
99,89,92,98,93,500
84,84,99,88,98,500
96,89,82,80,97,500
91,97,92,85,95,500
80,86,83,89,98,500
84,90,80,81,95,500
99,82,99,97,84,500
81,85,98,82,91,500
87,99,93,92,89,500
89,97,88,98,82,500
81,84,81,87,94,500
99,91,92,83,81,500
89,86,84,83,85,500
87,99,87,83,93,500
86,96,82,81,96,500
80,96,94,86,93,500
96,95,80,81,88,500
81,93,95,97,99,500
88,80,81,99,92,500
89,93,99,87,85,500
81,89,96,93,99,500
93,91,85,82,90,500
82,95,99,92,89,500
80,83,93,93,87,500
82,88,90,99,87,500
97,83,96,93,85,500
91,86,85,83,95,500
83,90,88,96,82,500
91,92,96,99,81,500
83,87,95,95,96,500
82,82,81,80,99,500
94,80,82,83,92,500
90,89,88,80,84,500
89,93,88,82,90,500
88,99,91,85,99,500
85,88,92,88,80,500
84,92,88,89,95,500
96,93,87,92,94,500
92,81,83,99,83,500
81,99,85,87,90,500
87,94,89,99,83,500
93,88,80,80,93,500
91,84,87,93,85,500
83,95,88,83,94,500
89,86,81,95,83,500
81,93,84,95,92,500
90,84,98,80,99,500
97,89,88,91,87,500
95,82,84,80,89,500
89,99,93,96,81,500
82,95,97,83,91,500
99,99,86,94,88,500
87,82,90,87,92,500
94,96,86,89,81,500
95,97,88,82,95,500
84,95,80,90,99,500
91,99,94,96,87,500
92,93,95,80,97,500
94,98,91,91,89,500
80,83,97,96,94,500
80,84,91,88,87,500
87,93,97,91,80,500
87,85,92,96,81,500
97,82,91,85,90,500
98,91,84,91,97,500
88,99,97,82,81,500
90,81,83,92,87,500
88,87,97,89,89,500
98,89,80,89,87,500
83,93,83,92,91,500
89,84,96,94,80,500
84,91,87,86,83,500
86,99,82,93,84,500
82,80,83,99,95,500
92,83,88,86,93,500
99,81,82,83,94,500
89,92,99,88,98,500
88,98,87,85,82,500
90,81,82,84,91,500
82,94,94,98,84,500
87,87,91,96,89,500
95,86,83,97,92,500
81,94,89,89,99,500
91,82,90,91,99,500
89,95,90,91,97,500
88,92,82,96,81,500
86,81,97,92,90,500
93,81,89,86,98,500
82,89,93,98,96,500
83,91,87,86,82,500
84,93,98,88,94,500
95,88,95,87,96,500
88,87,91,92,85,500
94,95,91,86,94,500
90,81,91,98,97,500
88,89,88,95,89,500
93,87,85,85,92,500
85,83,86,87,95,500
99,84,98,92,89,500
81,88,96,93,97,500
92,86,99,89,91,500
82,99,85,98,97,500
91,87,91,91,81,500
90,95,86,80,84,500
99,97,82,81,93,500
90,83,96,80,88,500
82,99,81,85,88,500
95,98,82,92,89,500
93,99,80,82,82,500
98,83,93,87,88,500
87,87,95,89,86,500
80,86,90,94,81,500
81,87,99,94,85,500
85,91,95,80,92,500
99,93,86,83,81,500
83,82,94,93,94,500
85,89,90,92,85,500
81,91,89,94,94,500
83,90,94,89,92,500
87,82,99,92,84,500
98,98,83,93,85,500
89,83,87,94,90,500
80,94,99,98,90,500
94,88,81,95,89,500
91,87,80,98,92,500
91,97,88,84,92,500
80,81,93,86,85,500
91,93,89,90,80,500
88,91,95,99,92,500
84,82,95,80,90,500
80,93,98,83,80,500
82,99,80,83,94,500
98,89,87,95,84,500
84,89,94,88,99,500
99,95,89,85,92,500
83,95,92,96,97,500
96,90,98,98,90,500
89,86,98,99,94,500
93,85,82,84,98,500
98,96,93,94,85,500
91,86,99,82,93,500
88,82,89,85,95,500
90,98,92,88,82,500
88,92,94,95,83,500
90,83,86,97,80,500
90,90,81,94,90,500
84,86,85,86,83,500
83,91,89,85,94,500
99,93,80,92,91,500
86,95,81,84,86,500
92,88,93,88,85,500
95,95,80,93,87,500
98,96,82,99,88,500
90,97,90,89,83,500
99,91,89,84,88,500
94,91,82,81,88,500
88,93,90,86,84,500
87,84,87,97,85,500
85,95,89,97,85,500
90,93,85,86,84,500
83,99,84,82,93,500
90,84,83,94,97,500
98,93,89,95,89,500
89,99,96,97,89,500
99,90,93,87,91,500
89,85,92,97,87,500
94,90,80,92,86,500
80,99,88,81,93,500
99,81,83,98,86,500
90,92,95,97,93,500
90,90,92,90,98,500
91,95,94,98,89,500
83,87,96,84,81,500
98,84,92,87,93,500
88,97,81,93,80,500
90,93,86,84,81,500
83,90,92,93,83,500
90,97,80,95,96,500
88,90,83,93,84,500
88,98,94,91,92,500
93,82,91,93,89,500
96,80,92,88,92,500
94,95,83,89,82,500
89,85,94,83,86,500
83,99,89,96,85,500
89,86,87,85,82,500
98,92,81,89,84,500
88,89,98,94,96,500
92,80,98,99,98,500
91,94,81,95,96,500
86,81,98,88,81,500
85,99,94,98,90,500
80,98,96,99,99,500
93,96,88,92,98,500
95,95,93,87,95,500
86,96,90,99,82,500
80,89,80,97,85,500
90,88,85,93,93,500
95,94,99,80,83,500
85,83,90,82,93,500
80,82,82,89,86,500
93,89,80,96,85,500
85,96,93,98,95,500
94,81,96,82,97,500
96,97,96,84,89,500
94,92,98,98,85,500
83,99,95,82,88,500
86,88,85,96,86,500
87,87,82,91,99,500
81,97,89,90,91,500
95,98,91,91,91,500
87,97,98,83,81,500
80,81,91,85,81,500
89,81,91,84,94,500
98,94,95,93,94,500
83,91,81,85,85,500
89,88,85,86,85,500
99,94,82,94,83,500
92,82,81,98,86,500
91,88,87,94,91,500
99,84,81,93,89,500
83,94,96,89,99,500
93,93,83,96,82,500
93,82,95,96,87,500
92,84,80,87,89,500
99,85,89,82,82,500
89,98,95,84,92,500
82,98,94,86,90,500
82,86,85,95,99,500
86,81,98,94,94,500
92,94,82,80,93,500
98,95,90,88,86,500
97,92,97,90,89,500
91,89,83,94,86,500
95,91,93,92,98,500
88,98,84,93,85,500
89,89,92,98,93,500
81,91,93,90,99,500
99,85,93,95,82,500
94,94,86,96,94,500
84,86,80,96,80,500
90,97,84,88,95,500
87,85,98,92,85,500
83,83,87,83,88,500
99,87,84,83,83,500
90,95,86,95,90,500
96,90,94,83,86,500
85,83,89,83,82,500
87,92,90,86,97,500
87,82,90,82,99,500
87,98,82,85,94,500
89,98,89,94,84,500
91,92,94,86,97,500
90,95,88,98,85,500
96,92,82,88,84,500
86,86,91,94,98,500
84,82,86,91,98,500
80,91,80,85,99,500
80,82,92,84,98,500
96,89,90,82,86,500
93,97,99,88,88,500
84,99,86,88,94,500
97,84,96,82,96,500
94,96,95,90,98,500
92,84,85,89,88,500
95,87,85,95,81,500
86,92,87,85,91,500
94,91,98,84,94,500
97,84,83,89,85,500
83,97,99,80,93,500
99,92,94,92,97,500
87,81,97,83,87,500
91,98,93,85,91,500
85,91,84,89,95,500
87,87,94,81,99,500
96,90,86,88,91,500
82,90,97,93,93,500
81,82,93,90,81,500
82,96,97,97,86,500
82,97,82,87,81,500
91,82,92,85,86,500
89,94,94,80,80,500
84,96,87,90,94,500
96,87,95,89,80,500
89,82,98,96,92,500
82,84,88,89,82,500
95,85,89,84,93,500
90,90,80,99,95,500
97,85,93,83,92,500
83,97,83,96,93,500
88,82,85,87,80,500
81,95,82,93,99,500
80,88,83,82,96,500
96,97,82,85,98,500
80,95,94,82,97,500
82,92,84,89,93,500
99,93,86,92,95,500
96,82,96,96,91,500
90,95,94,84,80,500
83,99,82,93,95,500
95,85,99,82,89,500
91,90,97,92,98,500
91,80,96,85,84,500
90,90,96,97,80,500
88,80,90,90,97,500
98,99,94,95,88,500
85,89,99,94,97,500
83,90,80,91,95,500
85,80,89,85,99,500
87,81,88,80,91,500
81,91,97,98,90,500
83,90,91,90,80,500
88,92,89,82,84,500
89,93,87,89,93,500
81,88,85,83,95,500
85,91,97,80,92,500
93,90,98,86,82,500
96,87,99,90,94,500
98,91,92,84,87,500
85,92,80,80,83,500
99,94,80,93,88,500
98,83,97,83,86,500
93,88,87,98,90,500
98,81,90,99,93,500
91,87,94,80,95,500
92,93,99,89,97,500
87,94,84,85,96,500
92,87,97,94,90,500
84,86,91,95,83,500
88,80,90,83,95,500
91,95,81,90,81,500
82,88,90,88,85,500
87,89,81,91,88,500
95,82,81,88,96,500
87,90,98,82,81,500
94,87,83,84,80,500
95,94,95,84,96,500
88,95,91,94,88,500
83,85,94,96,96,500
88,92,96,99,97,500
86,93,90,97,90,500
88,94,89,83,89,500
92,83,85,91,82,500
97,95,81,90,95,500
83,86,93,98,84,500
93,96,84,84,92,500
83,95,86,98,96,500
92,99,94,81,96,500
87,94,86,83,88,500
84,99,83,96,82,500
97,91,96,90,80,500
93,98,87,99,92,500
93,81,96,99,80,500
94,98,98,90,98,500
96,80,82,87,99,500
87,93,97,86,88,500
88,86,80,91,97,500
88,83,93,88,90,500
95,99,97,82,85,500
94,80,96,90,86,500
92,80,96,95,85,500
80,99,82,88,80,500
93,97,85,82,94,500
92,81,86,84,88,500
89,88,89,90,80,500
97,80,85,96,81,500
89,86,87,98,86,500
95,97,99,80,99,500
95,88,94,83,80,500
97,91,87,92,90,500
86,82,80,95,98,500
87,84,85,86,87,500
85,93,81,90,85,500
94,98,93,89,83,500
88,99,86,85,85,500
81,96,88,87,97,500
84,89,90,98,93,500
84,86,81,99,94,500
84,86,90,93,94,500
97,87,84,99,82,500
94,93,95,93,92,500
87,80,83,89,98,500
85,82,97,91,91,500
90,82,88,80,90,500
98,85,91,83,95,500
80,92,80,89,99,500
98,91,80,85,96,500
87,87,97,81,98,500
86,85,94,90,83,500
83,88,95,83,85,500
83,97,83,89,90,500
82,85,85,99,93,500
92,91,80,82,99,500
95,88,93,91,85,500
81,84,92,83,86,500
98,80,93,85,91,500
94,91,93,98,81,500
97,85,94,80,91,500
92,97,99,80,85,500
81,88,94,98,91,500
90,80,82,97,90,500
99,93,89,89,85,500
95,82,95,92,98,500
96,92,94,81,95,500
86,91,85,95,86,500
87,99,95,96,82,500
83,89,96,80,88,500
85,80,98,83,87,500
86,98,96,85,86,500
81,88,92,95,86,500
80,91,89,96,93,500
84,84,89,98,89,500
98,91,83,92,98,500
88,96,95,87,92,500
91,91,97,80,88,500
94,90,93,97,84,500
93,84,86,94,86,500
84,97,90,97,91,500
88,88,80,94,88,500
97,82,95,94,86,500
84,95,84,83,82,500
90,85,82,92,95,500
90,82,89,91,97,500
86,95,99,83,98,500
95,80,92,86,94,500
82,87,94,84,85,500
99,92,88,80,99,500
84,88,85,99,99,500
81,98,84,89,85,500
90,83,99,88,98,500
94,96,96,80,82,500
96,90,87,96,91,500
95,92,85,97,84,500
86,96,89,89,99,500
86,92,82,95,87,500
88,98,91,81,87,500
99,96,83,96,95,500
87,81,84,87,80,500
90,97,99,84,85,500
90,90,96,94,99,500
99,92,96,90,82,500
94,85,84,95,99,500
98,83,96,83,93,500
97,85,80,94,96,500
86,92,91,96,90,500
94,99,95,90,84,500
88,97,83,85,84,500
87,87,89,89,99,500
91,94,97,95,98,500
91,96,81,84,94,500
80,93,84,83,99,500
98,81,93,83,88,500
92,99,84,83,91,500
97,84,80,95,82,500
86,81,85,86,98,500
92,85,83,91,85,500
83,86,92,80,96,500
89,88,83,81,90,500
96,94,92,83,86,500
80,97,92,94,87,500
99,97,84,84,86,500
88,83,93,97,92,500
85,84,82,84,84,500
84,98,92,92,94,500
99,98,92,89,97,500
97,84,93,89,95,500
95,96,88,96,82,500
98,94,87,86,93,500
97,98,92,85,95,500
88,84,83,93,98,500
97,99,82,82,90,500
88,81,89,96,83,500
82,92,85,90,95,500
94,85,82,80,80,500
91,97,94,95,86,500
85,98,94,89,98,500
95,83,81,94,97,500
80,84,85,90,90,500
88,80,93,87,85,500
84,86,96,80,98,500
87,80,80,94,84,500
99,96,94,96,87,500
81,97,81,94,89,500
95,99,89,85,88,500
99,89,99,84,92,500
81,95,88,87,86,500
94,98,94,99,85,500
87,91,85,91,89,500
81,86,86,99,81,500
81,95,86,81,96,500
95,83,96,86,99,500
86,97,91,84,91,500
89,93,87,97,86,500
88,98,99,92,97,500
80,86,97,90,94,500
92,86,88,81,96,500
92,93,81,93,88,500
80,92,87,93,88,500
98,84,97,91,82,500
91,86,84,97,88,500
97,94,84,90,95,500
88,96,90,81,88,500
89,99,87,88,90,500
91,96,83,89,99,500
98,87,89,91,95,500
80,86,80,85,91,500
92,90,99,92,92,500
94,85,84,94,87,500
88,84,81,98,85,500
87,88,85,84,88,500
91,88,88,85,89,500
95,82,86,98,96,500
95,94,85,98,97,500
93,80,86,90,90,500
80,87,96,91,97,500
99,82,94,93,81,500
81,89,99,95,97,500
91,96,88,98,92,500
87,89,92,87,93,500
86,99,89,82,80,500
81,92,90,96,82,500
97,91,82,85,85,500
92,84,80,94,97,500
92,90,81,86,83,500
89,83,85,93,96,500
93,86,88,98,81,500
85,91,87,86,85,500
86,88,93,91,99,500
82,98,95,81,97,500
89,93,88,94,95,500
89,89,95,92,98,500
99,81,83,86,81,500
93,89,82,86,84,500
82,88,98,96,81,500
93,98,95,85,89,500
98,97,84,87,85,500
93,91,92,90,87,500
88,89,96,84,94,500
96,99,86,99,80,500
87,87,96,80,87,500
86,82,91,85,93,500
83,92,80,87,82,500
84,90,90,99,83,500
88,99,84,81,85,500
94,84,94,96,99,500
96,98,89,83,85,500
95,85,93,80,98,500
88,87,82,82,98,500
87,91,84,92,99,500
87,90,88,90,99,500
89,98,99,96,98,500
81,93,94,92,96,500
83,83,92,81,86,500
93,94,98,85,98,500
84,88,97,93,94,500
89,80,82,94,82,500
98,89,85,82,84,500
96,83,97,91,98,500
97,97,92,93,89,500
90,88,84,81,94,500
